"text", "translation"
"①【1日目】育成で桜花賞の3着以内に入ろう","<size=25>① [Day 1] Get at least 3rd place in the Oka Sho during a training run</size>"
"①【1日目】育成で秋華賞の3着以内に入ろう","<size=25>① [Day 1] Get at least 3rd place in the Shuuka Sho during a training run</size>"
"①【1日目】ウマ娘の覚醒Lv強化を1回上げよう","<size=25>① [Day 1] Awaken a horse girl by 1 level</size>"
"①【全達成報酬】1日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 1 missions</size>"
"①【2日目】ウオッカをファン5千人以上で育成完了しよう","<size=25>① [Day 2] Finish Vodka’s Training mode while having 5k+ fans</size>"
"①【2日目】育成で日本ダービーの3着以内に入ろう","<size=25>① [Day 2] Get at least 3rd place in the Japan Derby during a training run</size>"
"①【2日目】育成でヴィクトリアマイルの3着以内に入ろう","<size=25>① [Day 2] Get at least 3rd place in the Victoria Mile during a training run</size>"
"①【2日目】サポートカードのLvを10回上げよう","<size=25>① [Day 2] Raise a support card’s level by 10</size>"
"①【全達成報酬】2日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 2 missions</size>"
"①【3日目】ゴールドシップをファン5千人以上で育成完了しよう","<size=25>① [Day 3] Finish Gold Ship's Training mode while having 5k+ fans</size>"
"①【3日目】育成で皐月賞の3着以内に入ろう","<size=25>① [Day 3] Get at least 3rd place in the Satsuki Sho during a training run</size>"
"①【3日目】育成で天皇賞（春）の3着以内に入ろう","<size=25>① [Day 3] Get at least 3rd place in the Spring Tenno Sho during a training run</size>"
"①【3日目】育成で友情トレーニングを10回発生させよう","<size=25>① [Day 3] Trigger friendship training a total of 10 times during training runs</size>"
"①【全達成報酬】3日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 3 missions</size>"
"①【4日目】ハルウララをファン5千人以上で育成完了しよう","<size=25>① [Day 4] Finish Haru Urara's Training mode while having 5k+ fans</size>"
"①【4日目】育成で根岸ステークスの3着以内に入ろう","<size=25>① [Day 4] Get at least 3rd place in the Negishi Stakes during a training run</size>"
"①【4日目】育成でフェブラリーステークスの3着以内に入ろう","<size=25>① [Day 4] Get at least 3rd place in the February Stakes during a training run</size>"
"①【4日目】育成でお出かけを5回しよう","<size=25>① [Day 4] Go on a total of 5 outings during training runs</size>"
"①【全達成報酬】4日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 4 missions</size>"
"①【5日目】サクラバクシンオーをファン5千人以上で育成完了しよう","<size=25>① [Day 5] Finish Sakura Bakushin O's Training mode while having 5k+ fans</size>"
"①【5日目】育成でスプリンターズステークスの3着以内に入ろう","<size=25>① [Day 5] Get at least 3rd place in the Sprinter's Stakes during a training run</size>"
"①【5日目】育成で高松宮記念の3着以内に入ろう","<size=25>① [Day 5] Get at least 3rd place in the Takamatsunomiya Kinen during a training run</size>"
"①【5日目】育成ランク[C]以上の育成ウマ娘を1回育成完了しよう","<size=25>① [Day 5] Attain a rank of C or better after finishing a training run with any horse girl once</size>"
"①【全達成報酬】5日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 5 missions</size>"
"①【6日目】ファン2万人以上獲得で育成を完了しよう","<size=25>① [Day 6] Finish a training run with at least 20,000 fans</size>"
"①【6日目】育成でクレーンゲームのぬいぐるみを3個以上獲得しよう","<size=25>① [Day 6] Win at least 3 plushies in the crane game during a training run</size>"
"①【6日目】育成で「東京レース場」のレースを10勝しよう","<size=25>① [Day 6] Win 10 races held at the Tokyo race grounds</size>"
"①【6日目】育成でURAファイナルズ予選を出走しよう","<size=25>① [Day 6] Compete in the URA Finals Qualifiers during a training run</size>"
"①【全達成報酬】6日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 6 missions</size>"
"①【7日目】ファン5万人以上獲得で育成を完了しよう","<size=25>① [Day 7] Finish a training run with at least 50,000 fans</size>"
"①【7日目】育成でサポートカードの5人と同時にトレーニングしよう","<size=25>① [Day 7] Train any status alongside 5 support cards at once during a training run</size>"
"①【7日目】育成で「中山レース場」のレースを10勝しよう","<size=25>① [Day 7] Win 10 races held at the Nakayama race grounds</size>"
"①【7日目】育成でURAファイナルズ決勝を出走しよう","<size=25>① [Day 7] Compete in the URA Finals</size>"
"①【全達成報酬】7日目の限定ミッションをすべてクリアしよう","<size=25>① [Series] Complete all Day 7 missions</size>"
"①【全達成報酬】1～7日目の限定ミッションを全てクリアしよう","<size=25>① [Series] Complete all Day 1 to Day 7 missions</size>"
"②【1日目】チーム編成を行いチームランク[E]以上に到達させよう","<size=25>② [Day 1] Put together a PVP team with team rank of at least E</size>"
"②【1日目】チーム競技場で親愛度を累計15上げよう","<size=25>② [Day 1] Raise the affection level of girls in your team 15 times in the team stadium</size>"
"②【1日目】チーム競技場を5回プレイしよう","<size=25>② [Day 1] Run in the team stadium 5 times</size>"
"②【1日目】デイリーレースに3回出走しよう","<size=25>② [Day 1] Run in the daily race 3 times</size>"
"②【全達成報酬】1日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 1 missions</size>"
"②【2日目】チーム競技場でスコア累計20万以上獲得しよう","<size=25>② [Day 2] Get a total score of 200,000 points or more in the team stadium</size>"
"②【2日目】チーム競技場でウイニング報酬を1回獲得しよう","<size=25>② [Day 2] Get a winning reward once in the team stadium</size>"
"②【2日目】チーム競技場の短距離のレースに3回勝利しよう","<size=25>② [Day 2] Win 3 short-distance races in the team stadium</size>"
"②【2日目】デイリーレースに[絶好調]な状態で出走しよう","<size=25>② [Day 2] Enter a daily race in Perfect condition once</size>"
"②【全達成報酬】2日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 2 missions</size>"
"②【3日目】チーム競技場でファン数を累計1000人以上獲得しよう","<size=25>② [Day 3] Gather a total of 1,000 fans from the team stadium</size>"
"②【3日目】デイリーレースに3回勝利しよう","<size=25>② [Day 3] Win 3 daily races</size>"
"②【3日目】チーム競技場のマイルのレースに3回勝利しよう","<size=25>② [Day 3] Win 3 mile races in the team stadium</size>"
"②【3日目】デイリーレースに[晴]の状態で出走しよう","<size=25>② [Day 3] Participate in a daily race with clear weather</size>"
"②【全達成報酬】3日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 3 missions</size>"
"②【4日目】チーム編成を行いチームランク[E2]以上に到達させよう","<size=25>② [Day 4] Put together a PVP team with team rank of at least E2</size>"
"②【4日目】チーム競技場でウイニング報酬を3回獲得しよう","<size=25>② [Day 4] Get a winning reward 3 times in the team stadium</size>"
"②【4日目】チーム競技場の中距離のレースに3回勝利しよう","<size=25>② [Day 4] Win 3 medium-distance races in the team stadium</size>"
"②【4日目】デイリーレースに[雨]の状態で出走しよう","<size=25>② [Day 4] Participate in a daily race with rainy weather</size>"
"②【全達成報酬】4日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 4 missions</size>"
"②【5日目】チーム競技場でスコアを累計50万以上獲得しよう","<size=25>② [Day 5] Get a total score of 500,000 points or more in the team stadium</size>"
"②【5日目】デイリーレースに3回勝利しよう","<size=25>② [Day 5] Win 3 daily races</size>"
"②【5日目】チーム競技場の長距離のレースに3回勝利しよう","<size=25>② [Day 5] Win 3 long-distance races in the team stadium</size>"
"②【5日目】デイリーレースに[内枠]（1～3枠）の状態で出走しよう","<size=25>② [Day 5] Participate in a daily race with an inner waku</size>"
"②【全達成報酬】5日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 5 missions</size>"
"②【6日目】チーム競技場でファン数を累計2000人以上獲得しよう","<size=25>② [Day 6] Gather a total of 2,000 fans from the team stadium</size>"
"②【6日目】チーム競技場で親愛度を累計30上げよう","<size=25>② [Day 6] Raise the affection level of girls in your team 30 times in the team stadium</size>"
"②【6日目】チーム競技場のダートレースに3回勝利しよう","<size=25>② [Day 6] Win 3 dirt races in the team stadium</size>"
"②【6日目】デイリーレースに[外枠]（6～8枠）の状態で出走しよう","<size=25>② [Day 6] Participate in a daily race with an outer waku</size>"
"②【全達成報酬】6日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all Day 6 missions</size>"
"②【7日目】チーム編成を行いチームランク[E3]以上に到達させよう","<size=25>② [Day 7] Put together a PVP team with team rank of at least E3</size>"
"②【7日目】デイリーレースに3回勝利しよう","<size=25>② [Day 7] Win 3 daily races</size>"
"②【7日目】チーム競技場でスコアを累計100万以上獲得しよう","<size=25>② [Day 7] Get a total score of 1 million points or more in the team stadium</size>"
"②【7日目】チーム競技場でウイニング報酬を5回獲得しよう","<size=25>② [Day 7] Get a winning reward 5 times in the team stadium</size>"
"②【全達成報酬】7日目の限定ミッションを全てクリアしよう","<size=25>② [Day 7] Complete all Day 7 missions</size>"
"②【全達成報酬】1～7日目の限定ミッションを全てクリアしよう","<size=25>② [Series] Complete all missions</size>"
"【応援1日目】【ep.1】育成で日本ダービーの3着以内に入ろう","<size=25>[Day 1][ep.1] Finish at least 3rd place in Japan Derby</size>"
"【応援1日目】【ep.2】育成で菊花賞の3着以内に入ろう","<size=25>[Day 1][ep.2] Finish at least 3rd place in Kikka Sho</size>"
"【応援1日目】【ep.3】育成で阪神大賞典の3着以内に入ろう","<size=25>[Day 1][ep.3] Finish at least 3rd place in Hanshin Daishoten</size>"
"【応援2日目】【ep.4】育成で大阪杯の3着以内に入ろう","<size=25>[Day 2][ep.4] Finish at least 3rd place in Osaka Hai</size>"
"【応援2日目】【ep.4】育成で皐月賞の3着以内に入ろう","<size=25>[Day 2][ep.4] Finish at least 3rd place in Satsuki Sho</size>"
"【応援2日目】【ep.5】育成で天皇賞（春）の3着以内に入ろう","<size=25>[Day 2][ep.5] Finish at least 3rd place in Tenno Sho (Spring)</size>"
"【応援3日目】【ep.6】育成で菊花賞の3着以内に入ろう","<size=25>[Day 3][ep.6] Finish at least 3rd place in Kikka Sho</size>"
"【応援3日目】【ep.6】育成で有馬記念の3着以内に入ろう","<size=25>[Day 3][ep.6] Finish at least 3rd place in Arima Kinen</size>"
"【応援3日目】【ep.7】育成で大阪杯の3着以内に入ろう","<size=25>[Day 3][ep.7] Finish at least 3rd place in Osaka Hai</size>"
"【応援4日目】【ep.8】育成で天皇賞（春）の3着以内に入ろう","<size=25>[Day 4][ep.8] Finish at least 3rd place in Tenno Sho (Spring)</size>"
"【応援4日目】【ep.9】育成で安田記念の3着以内に入ろう","<size=25>[Day 4][ep.9] Finish at least 3rd place in Yasuda Kinen</size>"
"【応援4日目】【ep.9】育成で日本ダービーの3着以内に入ろう","<size=25>[Day 4][ep.9] Finish at least 3rd place in Japan Derby</size>"
"【応援5日目】【ep.9】育成で宝塚記念の3着以内に入ろう","<size=25>[Day 5][ep.9] Finish at least 3rd place in Takarazuka Kinen</size>"
"【応援5日目】【ep.10】育成で七夕賞の3着以内に入ろう","<size=25>[Day 5][ep.10] Finish at least 3rd place in Tanabata Sho</size>"
"【応援5日目】【ep.10】育成でオールカマーの3着以内に入ろう","<size=25>[Day 5][ep.10] Finish at least 3rd place in Sankei Sho All Comers</size>"
"【全達成報酬】応援1日目の限定ミッションを全てクリアしよう","<size=25>[Series] Complete all day 1 missions</size>"
"【全達成報酬】応援2日目の限定ミッションを全てクリアしよう","<size=25>[Series] Complete all day 2 missions</size>"
"【全達成報酬】応援3日目の限定ミッションを全てクリアしよう","<size=25>[Series] Complete all day 3 missions</size>"
"【全達成報酬】応援4日目の限定ミッションを全てクリアしよう","<size=25>[Series] Complete all day 4 missions</size>"
"【全達成報酬】応援5日目の限定ミッションを全てクリアしよう","<size=25>[Series] Complete all day 5 missions</size>"
"【桜花賞応援】育成を1回完了しよう","[Oka Sho] Complete a training once"
"【桜花賞応援】育成を3回完了しよう","[Oka Sho] Complete a training 3 times"
"【桜花賞応援】育成を5回完了しよう","[Oka Sho] Complete a training 5 times"
"【桜花賞応援】育成を10回完了しよう","[Oka Sho] Complete a training 10 times"
"【桜花賞応援】育成でフィリーズレビューの3着以内に入ろう","<size=25>[Oka Sho] Get 3rd place or higher in the Fillies' Revue during training</size>"
"【桜花賞応援】育成でチューリップ賞の3着以内に入ろう","<size=25>[Oka Sho] Get 3rd place or higher in the Tulip Sho during training</size>"
"【桜花賞応援】育成で桜花賞に勝利しよう","[Oka Sho] Win the Oka Sho during training"
"【全達成報酬】桜花賞応援の限定ミッションをすべてクリアしよう","[Series] Complete all Oka Sho missions"
"【皐月賞応援】育成を1回完了しよう","[Satsuki Sho] Complete a training once"
"【皐月賞応援】育成を3回完了しよう","[Satsuki Sho] Complete a training 3 times"
"【皐月賞応援】育成を5回完了しよう","[Satsuki Sho] Complete a training 5 times"
"【皐月賞応援】育成を10回完了しよう","[Satsuki Sho] Complete a training 10 times"
"【皐月賞応援】育成でスプリングステークスの3着以内に入ろう","<size=25>[Satsuki Sho] Get 3rd place or higher in the Spring Stakes during training</size>"
"【皐月賞応援】育成で弥生賞の3着以内に入ろう","<size=25>[Satsuki Sho] Get 3rd place or higher in the Yayoi Sho during training</size>"
"【皐月賞応援】育成で皐月賞に勝利しよう","[Satsuki Sho] Win the Satsuki Sho during training"
"【全達成報酬】皐月賞応援の限定ミッションをすべてクリアしよう","[Series] Complete all Satsuki Sho missions"
"【天皇賞（春）応援】育成を1回完了しよう","[Tenno Sho (Spring)] Complete a training once"
"【天皇賞（春）応援】育成を3回完了しよう","[Tenno Sho (Spring)] Complete a training 3 times"
"【天皇賞（春）応援】育成を5回完了しよう","[Tenno Sho (Spring)] Complete a training 5 times"
"【天皇賞（春）応援】育成を10回完了しよう","[Tenno Sho (Spring)] Complete a training 10 times"
"【天皇賞（春）応援】育成で阪神大賞典の3着以内に入ろう","<size=25>[Tenno Sho (Spring)] Get 3rd place or higher in the Hanshin Daishoten during training</size>"
"【天皇賞（春）応援】育成で日経賞の3着以内に入ろう","<size=25>[Tenno Sho (Spring)] Get 3rd place or higher in the Nikkei Sho during training</size>"
"【天皇賞（春）応援】育成で天皇賞（春）に勝利しよう","[Tenno Sho (Spring)] Win the Tenno Sho (Spring) during training"
"【全達成報酬】天皇賞（春）応援の限定ミッションすべてクリアしよう","[Series] Complete all Tenno Sho (Spring) missions"
"【NHKマイルC】育成を1回完了しよう","[NHK Mile C] Complete a training once"
"【NHKマイルC】育成を3回完了しよう","[NHK Mile C] Complete a training 3 times"
"【NHKマイルC】育成を5回完了しよう","[NHK Mile C] Complete a training 5 times"
"【NHKマイルC】育成を10回完了しよう","[NHK Mile C] Complete a training 10 times"
"【NHKマイルC】育成でアーリントンカップの3着以内に入ろう","[NHK Mile C] Get 3rd place or higher in the Arlington Cup during training"
"【NHKマイルC】育成でニュージーランドトロフィー3着以内入ろう","[NHK Mile C] Get 3rd place or higher in the New Zealand Trophy during training"
"【NHKマイルC】育成でNHKマイルカップに勝利しよう","[NHK Mile C] Win the NHK Mile Cup during training"
"【NHKマイルC】限定ミッションをすべてクリアしよう","[NHK Mile C] Complete all limited missions"
"【ヴィクトリアマイル】育成を1回完了しよう","[Victoria Mile] Complete a training once"
"【ヴィクトリアマイル】育成を3回完了しよう","[Victoria Mile] Complete a training 3 times"
"【ヴィクトリアマイル】育成を5回完了しよう","[Victoria Mile] Complete a training 5 times"
"【ヴィクトリアマイル】育成を10回完了しよう","[Victoria Mile] Complete a training 10 times"
"【ヴィクトリアマイル】育成で阪神ウマ娘ステークス3着以内に入ろう","[Victoria Mile] Get 3rd place or higher in the Hanshin Uma Musume Stakes during training"
"【ヴィクトリアマイル】育成で福島ウマ娘ステークス3着以内に入ろう","[Victoria Mile] Get 3rd place or higher in the Fukushima Uma Musume Stakes during training"
"【ヴィクトリアマイル】育成でヴィクトリアマイルに勝利しよう","[Victoria Mile] Win the Victoria Mile during training"
"【ヴィクトリアマイル】限定ミッションをすべてクリアしよう","[Victoria Mile] Complete all limited missions"
"【オークス】育成を1回完了しよう","[Oaks] Complete a training once"
"【オークス】育成を3回完了しよう","[Oaks] Complete a training 3 times"
"【オークス】育成を5回完了しよう","[Oaks] Complete a training 5 times"
"【オークス】育成を10回完了しよう","[Oaks] Complete a training 10 times"
"【オークス】育成でフローラステークスの2着以内に入ろう","[Oaks] Get 2nd or higher in the Flora Stakes during training"
"【オークス】育成で桜花賞の5着以内に入ろう","[Oaks] Get 5th or higher in the Oka Sho during training"
"【オークス】育成でオークスに勝利しよう","[Oaks] Win the Oaks during training"
"【オークス】限定ミッションをすべてクリアしよう","[Oaks] Complete all limited missions"
"【日本ダービー】育成を1回完了しよう","[Japanese Derby] Complete a training once"
"【日本ダービー】育成を3回完了しよう","[Japanese Derby] Complete a training 3 times"
"【日本ダービー】育成を5回完了しよう","[Japanese Derby] Complete a training 5 times"
"【日本ダービー】育成を10回完了しよう","[Japanese Derby] Complete a training 10 times"
"【日本ダービー】育成で青葉賞の2着以内に入ろう","[Japanese Derby] Get 2nd or higher in the Aoba Sho during training"
"【日本ダービー】育成で皐月賞の5着以内に入ろう","[Japanese Derby] Get 5th or higher in the Satsuki Sho during training"
"【日本ダービー】育成で日本ダービーに勝利しよう","[Japanese Derby] Win the Japanese Derby during training"
"【日本ダービー】限定ミッションをすべてクリアしよう","[Japanese Derby] Complete all limited missions"
"【安田記念】育成を1回完了しよう","[Yasuda Kinen] Complete a training once"
"【安田記念】育成を3回完了しよう","[Yasuda Kinen] Complete a training 3 times"
"【安田記念】育成を5回完了しよう","[Yasuda Kinen] Complete a training 5 times"
"【安田記念】育成を10回完了しよう","[Yasuda Kinen] Complete a training 10 times"
"【安田記念】育成でマイラーズカップを1着で勝利しよう","[Yasuda Kinen] Win the Milers Cup during training"
"【安田記念】育成で京王杯スプリングカップを1着で勝利しよう","[Yasuda Kinen] Win the Keio Hai Spring Cup during training"
"【安田記念】育成で安田記念に勝利しよう","[Yasuda Kinen] Win the Yasuda Kinen during training"
"【安田記念】限定ミッションをすべてクリアしよう","[Yasuda Kinen] Complete all limited missions"
"【GW】育成で皐月賞に勝利しよう","[GW] Win the Satsuki Sho during training"
"【GW】育成で菊花賞に勝利しよう","[GW] Win the Kikka Sho during training"
"【GW】育成で有馬記念に勝利しよう","[GW] Win the Arima Kinen during training"
"【GW】育成で宝塚記念に2回勝利しよう","[GW] Win the Takarazuka Kinen twice during training"
"【GW】育成で天皇賞（春）に勝利しよう","[GW] Win the Tenno Sho (Spring) during training"
"【GW】育成でGⅢレースに3回勝利しよう","[GW] Win a GIII race 3 times during training"
"【GW】育成でGⅡレースに7回勝利しよう","[GW] Win a GII race 7 times during training"
"【GW】育成でGⅠレースに16回勝利しよう","[GW] Win a GI race 16 times during training"
"【GW】育成でレースに13回勝利しよう","[GW] Win a race 13 times during training"
"【GW】育成でレースに56回勝利しよう","[GW] Win a race 56 times during training"
"【GW】育成でレースに128回勝利しよう","[GW] Win a race 128 times during training"
"【GW】育成でレースに168回勝利しよう","[GW] Win a race 168 times during training"
"【GW】育成でレースに250回勝利しよう","[GW] Win a race 250 times during training"
"【GW】育成でレースに300回勝利しよう","[GW] Win a race 300 times during training"
"【GW】育成でレースに496回勝利しよう","[GW] Win a race 496 times during training"
"【GW】育成でレースに516回勝利しよう","[GW] Win a race 516 times during training"
"【GW】育成でグッドコンディションを4回発生させよう","[GW] Obtain a good condition 4 times during training"
"【GW】ゴールドシップをファン5640人以上で育成を完了しよう","[GW] Finish a Goldship training with more than 5640 fans"
"【GW】ゴールドシップをファン56400人以上で育成を完了しよう","[GW] Finish a Goldship training with more than 56400 fans"
"【GW】育成で期間中にファン数を139776人獲得しよう","[GW] Accumulate a total of 139776 fans during event period"
"【GW】育成で期間中にファン数を564000人獲得しよう","[GW] Accumulate a total of 564000 fans during event period"
"【GW】育成で期間中にファン数を5640000人獲得しよう","[GW] Accumulate a total of 5640000 fans during event period"
"【GW】ゴールドシップのファン数を累計66796人獲得しよう","[GW] Reach 66796 total fans for Goldship"
"【GW】ゴールドシップのファン数を累計120981人獲得しよう","[GW] Reach 120981 total fans for Goldship"
"【GW】ゴールドシップのファン数を累計564万人獲得しよう","[GW] Reach 5640000 total fans for Goldship"
"【GW】育成ランク「G」以上のウマ娘を1回育成完了しよう","[GW] Finish a training with G or higher rank"
"【GW】育成で戦績が13勝以上のウマ娘を育成完了しよう","[GW] Finish a training with more than 13 wins"
"【GW】育成目標を27回クリアしよう","[GW] Clear a training objective 27 times"
"【GW】育成目標を50回クリアしよう","[GW] Clear a training objective 50 times"
"【GW】育成目標を88回クリアしよう","[GW] Clear a training objective 88 times"
"【GW】育成目標を124回クリアしよう","[GW] Clear a training objective 124 times"
"【GW】育成目標を200回クリアしよう","[GW] Clear a training objective 200 times"
"【GW】育成目標を300回クリアしよう","[GW] Clear a training objective 300 times"
"【GW】育成でお出かけを12回しよう","[GW] Go on outings 12 times during training"
"【GW】チーム競技場のマイルのレースに3回勝利しよう","[GW] Win a mile race 3 times in the team stadium"
"【GW】チーム競技場の中距離のレースに4回勝利しよう","[GW] Win a medium race 4 times in the team stadium"
"【GW】チーム競技場の長距離のレースに6回勝利しよう","[GW] Win a long race 6 times in the team stadium"
"【GW】チーム競技場を7回プレイしよう","[GW] Run in the team stadium 7 times"
"【GW】チーム競技場を28回プレイしよう","[GW] Run in the team stadium 28 times"
"【GW】チーム競技場を54回プレイしよう","[GW] Run in the team stadium 54 times"
"【GW】チーム競技場でスコアを累計564000以上獲得しよう","[GW] Accumulate a total of 564000 points in the team stadium"
"【GW】チーム競技場でスコアを累計564万以上獲得しよう","[GW] Accumulate a total of 5640000 points in the team stadium"
"【GW】チーム競技場でウイニング報酬を24回獲得しよう","[GW] Get a winning box 24 times in the team stadium"
"【GW】友情トレーニングを138回発生させよう","[GW] Obtain a friendship training (rainbow) 138 times"
"【GW】友情トレーニングを300回発生させよう","[GW] Obtain a friendship training (rainbow) 300 times"
"【GW】友情トレーニングを564回発生させよう","[GW] Obtain a friendship training (rainbow) 564 times"
"【GW】育成で阪神レース場のレースを8勝しよう","[GW] Win a race held in the Hanshin Racecourse 8 times during training"
"【GW】育成で中山レース場のレースを6勝しよう","[GW] Win a race held in the Nakayama Racecourse 6 times during training"
"【GW】育成で京都レース場のレースを5勝しよう","[GW] Win a race held in the Kyoto Racecourse 5 times during training"
"【GW】育成で東京レース場のレースを4勝しよう","[GW] Win a race held in the Tokyo Racecourse 4 times during training"
"【GW】育成で札幌レース場のレースを3勝しよう","[GW] Win a race held in the Sapporo Racecourse 3 times during training"
"【GW】育成で函館レース場のレースを1勝しよう","[GW] Win a race held in the Hakodate Racecourse once during training"
"【GW】GW特別ミッションを15個クリアしよう","[GW] Complete 15 GW special missions"
"【GW】GW特別ミッションを30個クリアしよう","[GW] Complete 30 GW special missions"
"【GW】GW特別ミッションを45個クリアしよう","[GW] Complete 45 GW special missions"
"【GW】GW特別ミッションを全てクリアしよう","[GW] Complete all GW special missions"
"【デイリーミッション】\n育成を1回完了しよう","[Daily] Complete training mode once"
"【デイリーミッション】\n育成でレースに勝利しよう","[Daily] Win a race in training mode"
"【デイリーミッション】\nチーム競技場をプレイしよう","[Daily] Run in the team stadium once"
"【デイリーミッション】\nレジェンドレースに1回出走しよう","[Daily] Participate the legend race once"
"【デイリーミッション】\nレジェンドレースに2回出走しよう","[Daily] Participate the legend race 2 times"
"【デイリーミッション】\nレジェンドレースに3回出走しよう","[Daily] Participate the legend race 3 times"
"【デイリーミッション】\nタウラス杯にエントリーしよう","[Daily] Enter the Taurus Hai"
